track_id,split,text,genre,labels
29740,training,Title: The Jagables. Artist: Kazoo Funk Orchestra. Album: Silly Songs. Genre: Experimental,Experimental,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
29741,training,Title: Il Circo Smorfioso. Artist: A Smile for Timbuctu. Album: Silly Songs. Genre: Experimental,Experimental,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
29742,training,Title: Penguin and Sea Lion. Artist: El Zoologico. Album: Silly Songs. Genre: Experimental,Experimental,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
29744,training,Title: All You Need Is Toys. Artist: Rufus Hofbagger. Album: Silly Songs. Genre: Experimental,Experimental,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
29745,training,Title: Spunky Left Two Three. Artist: The Bran Flakes. Album: Silly Songs. Genre: Experimental,Experimental,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
29746,training,Title: Dont Let Sheep Play The Piano (Lee and Sheep). Artist: Lee Rosevere. Album: Silly Songs. Genre: Experimental,Experimental,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
29747,training,Title: Padi Badi Bap (Mister Jan and His Singing Little Spiders). Artist: Mister Jan. Album: Silly Songs. Genre: Experimental,Experimental,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
29750,training,Title: The Little Monkey Song. Artist: Pastor McPurvis. Album: Silly Songs. Genre: Experimental,Experimental,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
29752,training,Title: Row Row Row Your Boat (Mister Jan). Artist: Mister Jan. Album: Silly Songs. Genre: Experimental,Experimental,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
30041,training,Title: Rocket Into The Future. Artist: Cullah. Album: E=MC Cullah. Genre: Hip-Hop,Hip-Hop,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
30043,training,Title: Soul Hip Hop. Artist: Cullah. Album: E=MC Cullah. Genre: Hip-Hop,Hip-Hop,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
30196,training,Title: Phase Of Prisms. Artist: Lee Rosevere. Album: Backtime. Genre: Instrumental,Instrumental,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
30198,training,Title: Son Of Tegwar. Artist: Lee Rosevere. Album: Backtime. Genre: Experimental,Experimental,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
30230,training,Title: TIME/Leap. Artist: St. LaRok. Album: Leap Year EP. Genre: Hip-Hop,Hip-Hop,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
34484,training,Title: Comic Topic. Artist: Not From This World. Album: Millky Way. Genre: Folk,Folk,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
35444,training,Title: Wick. Artist: James Beaudreau. Album: Fresh Twigs (WBR 02). Genre: Experimental,Experimental,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
37416,training,Title: Octo Gate. Artist: Church Of When The Shit Hits The Fan. Album: COWTSHTF 1. Genre: Hip-Hop,Hip-Hop,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
37417,training,Title: Locust Ritual. Artist: Church Of When The Shit Hits The Fan. Album: COWTSHTF 1. Genre: Hip-Hop,Hip-Hop,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
37423,training,Title: Crimson Snow. Artist: Church Of When The Shit Hits The Fan. Album: COWTSHTF 1. Genre: Hip-Hop,Hip-Hop,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
38361,training,Title: First Wind. Artist: A Way. Album: EP. Genre: Folk,Folk,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
38362,training,Title: Around Under. Artist: A Way. Album: EP. Genre: Folk,Folk,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
38363,training,Title: Conclusion. Artist: A Way. Album: EP. Genre: Folk,Folk,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
38399,training,"Title: O Pastor, a Droga e as Visões. Artist: Stealing Orchestra. Album: É Português Não Gosto!. Genre: Folk",Folk,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
38450,training,Title: Let the little children come to me. Artist: Children for Breakfast. Album: Ham. Genre: Experimental,Experimental,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
38557,training,"Title: Surfing With My 2 Little Brothers. Artist: Party People in a Can. Album: Way off, where the Spirits are. Genre: Rock",Rock,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
38560,training,"Title: Diesel Rainbow Surface. Artist: Party People in a Can. Album: Way off, where the Spirits are. Genre: International",International,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
39875,training,Title: Sexual Energy. Artist: Uton. Album: Violin Massage. Genre: Experimental,Experimental,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
39900,training,Title: Air Stairs. Artist: Uton. Album: Violin Massage. Genre: Experimental,Experimental,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
39904,training,Title: As The Times Ends Comes The Fire. Artist: Uton. Album: Violin Massage. Genre: Experimental,Experimental,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
40598,training,Title: How Interesting! How Bizarre!. Artist: Honey Trappists. Album: Rough Jazz: Volume One. Genre: Experimental,Experimental,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
41568,training,Title: Dismissal. Artist: Fabryka. Album: Absolute Balance. Genre: Pop,Pop,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
41570,training,Title: UnDaTheC acoustic version. Artist: Simone Cicconi. Album: Absolute Balance. Genre: Folk,Folk,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
41573,training,Title: Autumn. Artist: Janne Hanhisuanto. Album: Absolute Balance. Genre: Instrumental,Instrumental,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
42014,training,Title: Skango - Volfoniq rmx (Canada). Artist: Caballo and the Mothafu Kings. Album: La Boite A Sons - Contest Contributions. Genre: International,International,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
42016,training,Title: Them never love the flowers - Jambassa rmx by Dub One! (Germany). Artist: Dub One!. Album: La Boite A Sons - Contest Contributions. Genre: International,International,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
42017,training,Title: There is a tower on that hill (Greece). Artist: Dub Riots. Album: La Boite A Sons - Contest Contributions. Genre: International,International,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
42019,training,Title: Them Never Love No Bans - DnB Mix (Germany). Artist: Hot Fire. Album: La Boite A Sons - Contest Contributions. Genre: Electronic,Electronic,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
42020,training,Title: Real Avatar  (Jamaica). Artist: Jah Henchman. Album: La Boite A Sons - Contest Contributions. Genre: International,International,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
42023,training,Title: No Banned Dubs  (Greece). Artist: Lowknee. Album: La Boite A Sons - Contest Contributions. Genre: International,International,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
42025,training,Title: Live much longer (Jamaica). Artist: Money Pallet. Album: La Boite A Sons - Contest Contributions. Genre: International,International,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
42029,training,Title: Drumsong Riddim - dubshot's boombastic redub (Lowlands). Artist: Tony Dubshot. Album: La Boite A Sons - Contest Contributions. Genre: International,International,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
42030,training,Title: Live to Raze again (Jamaica). Artist: Triple D. Album: La Boite A Sons - Contest Contributions. Genre: International,International,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
42031,training,Title: Henri Martin Affair  (Sweden). Artist: Uffe. Album: La Boite A Sons - Contest Contributions. Genre: International,International,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
43962,training,Title: At the Foothills. Artist: James Beaudreau. Album: Astral Law (WBR 35). Genre: Folk,Folk,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
43965,training,Title: American Gothic. Artist: James Beaudreau. Album: Astral Law (WBR 35). Genre: Folk,Folk,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
45513,training,Title: Oh mary what have you done. Artist: Plusplus. Album: Evils. Genre: Folk,Folk,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
45514,training,Title: Evils. Artist: Plusplus. Album: Evils. Genre: Folk,Folk,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
45515,training,Title: Broken boiler. Artist: Plusplus. Album: Evils. Genre: Folk,Folk,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
45516,training,Title: We wont be mowing today. Artist: Plusplus. Album: Evils. Genre: Folk,Folk,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
45517,training,Title: Tip toes. Artist: Plusplus. Album: Evils. Genre: Folk,Folk,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
45518,training,Title: Chicago. Artist: Plusplus. Album: Evils. Genre: Folk,Folk,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
45519,training,Title: Swimmer. Artist: Plusplus. Album: Evils. Genre: Folk,Folk,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
45520,training,Title: Sisters. Artist: Plusplus. Album: Evils. Genre: Folk,Folk,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
45521,training,Title: Rivers. Artist: Plusplus. Album: Evils. Genre: Folk,Folk,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
45522,training,Title: Windings. Artist: Plusplus. Album: Evils. Genre: Folk,Folk,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
45523,training,Title: North bank upper. Artist: Plusplus. Album: Evils. Genre: Folk,Folk,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
47657,training,Title: Post. Artist: Haute Culture. Album: Chordial [LCL06]. Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
47658,training,Title: Chordial. Artist: Haute Culture. Album: Chordial [LCL06]. Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
47659,training,Title: Erinnerung (snippet Nina Simone). Artist: Haute Culture. Album: Chordial [LCL06]. Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
47660,training,Title: Gladias. Artist: Haute Culture. Album: Chordial [LCL06]. Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
53729,training,Title: 01 Whales. Artist: Adriano Orru. Album: Hesperos. Genre: Experimental,Experimental,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56010,training,Title: Lights Out. Artist: Tone Poets. Album: Treble. Genre: Experimental,Experimental,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56015,training,Title: Surface. Artist: Tone Poets. Album: Treble. Genre: Experimental,Experimental,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56020,training,Title: A Soft Place. Artist: Tone Poets. Album: Treble. Genre: Experimental,Experimental,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56028,training,Title: love love what can you say love. Artist: Origami Repetika. Album: 2 high fidelity songs 4 headphones. Genre: Electronic,Electronic,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56029,training,Title: one two 3 4. Artist: Origami Repetika. Album: 2 high fidelity songs 4 headphones. Genre: Electronic,Electronic,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56795,training,Title: Happiness Is. Artist: Podington Bear. Album: Egress. Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56796,training,Title: The Pigeon Strut. Artist: Podington Bear. Album: Egress. Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56797,training,Title: Herbie. Artist: Podington Bear. Album: Egress. Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56798,training,Title: Breezin. Artist: Podington Bear. Album: Egress. Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56799,training,Title: Twinkie. Artist: Podington Bear. Album: Egress. Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56800,training,Title: Jazzer Incisors. Artist: Podington Bear. Album: Egress. Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56801,training,Title: Sneaker Chase. Artist: Podington Bear. Album: Egress. Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56802,training,Title: Falcon Hood. Artist: Podington Bear. Album: Egress. Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56803,training,Title: Operatives. Artist: Podington Bear. Album: Egress. Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56804,training,Title: Mutinee. Artist: Podington Bear. Album: Egress. Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56805,training,Title: Origami. Artist: Podington Bear. Album: Egress. Genre: Electronic,Electronic,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
57417,training,Title: Opasenye [NONIMX]. Artist: theAudiologist. Album: Idios Kosmos. Genre: Electronic,Electronic,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
